,title,classe,labels,title_tokenized,title_string
168,APPORT DU SIG DANS LA MISE EN OEUVRE D’UNE OPERATION DE RECENSEMENT FONCIER ET DE REFONTE FISCALE CAS COMMUNE URBAINE AMBANJA,Géosciences et Géomatique,2,"['apport', 'sig', 'mise', 'oeuvre', 'operation', 'recensement', 'foncier', 'refonte', 'fiscal', 'cas', 'commune', 'urbaine', 'ambanja']",apport sig mise oeuvre operation recensement foncier refonte fiscal cas commune urbaine ambanja
169,SURVEILLANCE LITTORALE D’UNE PARTIE DE LA PLAGE DE TAPAKALA A TOAMASINA RATTACHEE AU SYSTEME NATIONAL DE REFERENCE,Géosciences et Géomatique,2,"['surveillance', 'littorale', 'partie', 'plage', 'tapakala', 'toamasina', 'rattache', 'systeme', 'national', 'reference']",surveillance littorale partie plage tapakala toamasina rattache systeme national reference
170,ANALYSE PAR SIG ET TELEDETECTION DES EFFETS DES FEUX DE VEGETATION DANS LE PARC D’ANKARAFANTSIKA EN VUE DE LEUR ERADICATION,Géosciences et Géomatique,2,"['analyse', 'sig', 'teledetection', 'feu', 'vegetation', 'parc', 'ankarafantsika', 'vue', 'eradication']",analyse sig teledetection feu vegetation parc ankarafantsika vue eradication
171,Acquisition de données GPS et redirection en conséquence,Géosciences et Géomatique,2,"['acquisition', 'donnée', 'redirection', 'conséquence']",acquisition donnée redirection conséquence
172,APPORT DE LA PHOTOGRAMMETRIE AU SUIVI DU FONCTIONNEMENT ET DE LA QUANTIFICATION DU RESERVOIR DE MANTASOA,Géosciences et Géomatique,2,"['apport', 'photogrammetrie', 'suivi', 'fonctionnement', 'quantification', 'reservoir', 'mantasoa']",apport photogrammetrie suivi fonctionnement quantification reservoir mantasoa
173,Etudes et réalisation de captation de mouvement optique avec marqueurs,Géosciences et Géomatique,2,"['etudes', 'réalisation', 'captation', 'mouvement', 'optique', 'marqueur']",etudes réalisation captation mouvement optique marqueur
174,Contribution du SIG dans la mise en place d’un système de protection contre l’inondation des communes Anosizato Ouest et Soavina du district Antananarivo Atsimondrano,Géosciences et Géomatique,2,"['contribution', 'sig', 'mise', 'place', 'système', 'protection', 'contre', 'inondation', 'commune', 'anosizato', 'ouest', 'soavina', 'district', 'antananarivo', 'atsimondrano']",contribution sig mise place système protection contre inondation commune anosizato ouest soavina district antananarivo atsimondrano
175,EVALUATION DES PERFORMANCES DU SYSTEME SIAR (Synthetic Impulse and Aperture Radar),Géosciences et Géomatique,2,"['evaluation', 'performance', 'systeme', 'siar', 'synthetic', 'impulse', 'and', 'aperture', 'radar']",evaluation performance systeme siar synthetic impulse and aperture radar
176,Etudes sur la technique d’interférométrie dans la zone Ankorondrano,Géosciences et Géomatique,2,"['etudes', 'technique', 'interférométrie', 'zone', 'ankorondrano']",etudes technique interférométrie zone ankorondrano
177,CONTRIBUTION DU SIG DANS LA MISE EN PLACE D’UN SYSTEME DE PROTECTION CONTRE L’INONDATION DES COMMUNES ANOSIZATO OUEST ET SOAVINA DU DISTRICT ANTANANARIVO ATSIMONDRANO,Environnement et Ressources Naturelles,1,"['contribution', 'sig', 'mise', 'place', 'systeme', 'protection', 'contre', 'inondation', 'communes', 'anosizato', 'ouest', 'soavina', 'district', 'antananarivo', 'atsimondrano']",contribution sig mise place systeme protection contre inondation communes anosizato ouest soavina district antananarivo atsimondrano
178,EVALUATION DE LA QUALITÉ DE GESTION ET DE GOUVERNANCE DE L’AIRE PROTÉGÉE DU COMPLEXE MAHAVAVY-KINKONY (CMK) PAR RAPPORT AU STANDARD LA LISTE VERTE DE L’UICN VERSION 1.3 (2014),Environnement et Ressources Naturelles,1,"['evaluation', 'qualité', 'gestion', 'gouvernance', 'aire', 'protéger', 'complexe', 'mahavavy', 'kinkony', 'cmk', 'rapport', 'standard', 'liste', 'verte', 'uicn', 'version']",evaluation qualité gestion gouvernance aire protéger complexe mahavavy kinkony cmk rapport standard liste verte uicn version
179,Système de protection et modélisation du bassin versant de Mandialaza pour lutter contre l’érosion hydrique,Environnement et Ressources Naturelles,1,"['système', 'protection', 'modélisation', 'bassin', 'versant', 'mandialaza', 'lutter', 'contre', 'érosion', 'hydrique']",système protection modélisation bassin versant mandialaza lutter contre érosion hydrique
180,"EVALUATION DES RISQUES ET DANGERS DES SITES CONTAMINES DE QIT MADAGASCAR MINERALS A MANDENA, TAOLAGNARO, DE LA REGION ANOSY.",Environnement et Ressources Naturelles,1,"['evaluation', 'risque', 'danger', 'site', 'contamine', 'qit', 'madagascar', 'mineral', 'mandener', 'taolagnaro', 'region', 'anosy']",evaluation risque danger site contamine qit madagascar mineral mandener taolagnaro region anosy
181,Apport de la méthode multicritère PROMETHEE et de la modélisation hydro par HEC-HMS-RAS dans l’analyse des inondations et des feux d’incendie d’Antananarivo,Environnement et Ressources Naturelles,1,"['apport', 'méthod', 'multicritère', 'promethe', 'modélisation', 'hydro', 'hec', 'hms', 'ras', 'analyse', 'inondation', 'feu', 'incendie', 'antananarivo']",apport méthod multicritère promethe modélisation hydro hec hms ras analyse inondation feu incendie antananarivo
182,"PHOTOGRAMMETRIE ET AMENAGEMENT D’UNE ZONE INONDABLE, CAS DU FOKONTANY D’AMPEFILOHA AMBODIRANO",Environnement et Ressources Naturelles,1,"['photogrammetrie', 'amenagement', 'zone', 'inondable', 'cas', 'fokontany', 'ampefiloha', 'ambodirano']",photogrammetrie amenagement zone inondable cas fokontany ampefiloha ambodirano
183,"RÉALISATION DU DOSSIER TECHNIQUE DE L’EXTENSION DE L’AMÉNAGEMENT HYDROÉLECTRIQUE D’ANDRIATSEMBOKA, COMMUNE RURALE ANTANETIKELY",Environnement et Ressources Naturelles,1,"['réalisation', 'dossier', 'technique', 'extension', 'aménagement', 'hydroélectrique', 'andriatsemboka', 'commune', 'rural', 'antanetikely']",réalisation dossier technique extension aménagement hydroélectrique andriatsemboka commune rural antanetikely
184,ANALYSE MULTICRITERE DES FACTEURS DE L’EROSION HYDRIQUE : CAS DU BASSIN VERSANT D’ALAOTRA,Environnement et Ressources Naturelles,1,"['analyse', 'multicritere', 'facteur', 'erosion', 'hydrique', 'cas', 'bassin', 'versant', 'alaotra']",analyse multicritere facteur erosion hydrique cas bassin versant alaotra
185,COMPARAISON DU MODELE HYDROLOGIQUE HEC HMS ET DE LA METHODE EMPIRIQUE AFIN DE PROTEGER LE BASSIN VERSANT DE MAHAIZA CONTRE LES CRUES,Environnement et Ressources Naturelles,1,"['comparaison', 'modele', 'hydrologique', 'hec', 'hms', 'methode', 'empirique', 'proteger', 'bassin', 'versant', 'mahaiza', 'contre', 'crue']",comparaison modele hydrologique hec hms methode empirique proteger bassin versant mahaiza contre crue
186,Mémoire de fin d’étude en vue de l’obtention du diplôme d’Ingénieur - grade Master en Hydraulique,Environnement et Ressources Naturelles,1,"['mémoire', 'fin', 'étude', 'vue', 'obtention', 'diplôme', 'ingénieur', 'grade', 'master', 'hydraulique']",mémoire fin étude vue obtention diplôme ingénieur grade master hydraulique
187,"CONFIGURATION DU RÉSEAU DE DRAINAGE DU SECTEUR MANONGARIVO, DANS LE CADRE D’UNE ÉTUDE D’ANTICIPATION DES TRAVAUX SUR LE PROJET D’EXTENSION DU PÉRIMÈTRE DE BAS MANGOKY, DISTRICT DE MOROMBE, RÉGION ATSIMO ANDREFANA",Environnement et Ressources Naturelles,1,"['configuration', 'réseau', 'drainage', 'secteur', 'manongarivo', 'cadre', 'étude', 'anticipation', 'travail', 'projet', 'extension', 'périmètre', 'mangoky', 'district', 'morombe', 'région', 'atsimo', 'andrefana']",configuration réseau drainage secteur manongarivo cadre étude anticipation travail projet extension périmètre mangoky district morombe région atsimo andrefana
188,"ETUDE DE FAISABILITE DE L’AMENAGEMENT HYDROELECTRIQUE D’ANTAFOFO SUR LE FLEUVE IKOPA, REGION BETSIOKA, MADAGASCAR",Environnement et Ressources Naturelles,1,"['etude', 'faisabilite', 'amenagement', 'hydroelectrique', 'antafofo', 'fleuve', 'ikoper', 'region', 'betsioker', 'madagascar']",etude faisabilite amenagement hydroelectrique antafofo fleuve ikoper region betsioker madagascar
189,ETUDE DE L’INTERACTION NAPPE-FLEUVE DANS LE BASSIN VERSANT DE SOFIA,Environnement et Ressources Naturelles,1,"['etude', 'interaction', 'napp', 'fleuve', 'bassin', 'versant', 'sofia']",etude interaction napp fleuve bassin versant sofia
190,IDENTIFICATION ET ESTIMATION DES DONNEES DE PRODUCTION D’EAU,Environnement et Ressources Naturelles,1,"['identification', 'estimation', 'donnee', 'production', 'eau']",identification estimation donnee production eau
191,LE DEFI DE LA filière soie à Madagascar PAR LA DEMARCHE QUALITE,Industrie et Transformation des Matériaux,3,"['defi', 'filière', 'soie', 'madagascar', 'demarche', 'qualite']",defi filière soie madagascar demarche qualite
192,INSTALLATIONS ELECTRIQUES DANS UNE USINE DE PRODUCTION INDUSTRIELLE DU YAOURT,Industrie et Transformation des Matériaux,3,"['installation', 'electrique', 'usine', 'production', 'industriel', 'yaourt']",installation electrique usine production industriel yaourt
193,REDUCTION DU COUT ENERGETIQUE ET RENTABILISATION DES ACTIVITES DE FIFAMANOR,Industrie et Transformation des Matériaux,3,"['reduction', 'cout', 'energetiqu', 'rentabilisation', 'activite', 'fifamanor']",reduction cout energetiqu rentabilisation activite fifamanor
194,Optimisation et rentabilité de la co-digestion des déchets ménagers fermentescibles avec co-substrat bouse de vache : cas du Village d’enfants SOS Vontovorona,Industrie et Transformation des Matériaux,3,"['optimisation', 'rentabilité', 'digestion', 'déchet', 'ménager', 'fermentescible', 'substrat', 'bouse', 'vache', 'cas', 'village', 'enfant', 'vontovorona']",optimisation rentabilité digestion déchet ménager fermentescible substrat bouse vache cas village enfant vontovorona
195,ETUDE TECHNICO-ECONOMIQUE DE QUELQUES FORMULATIONS DE SAVON COSMECETIQUE,Industrie et Transformation des Matériaux,3,"['etude', 'technico', 'economiqu', 'formulation', 'savon', 'cosmecetiqu']",etude technico economiqu formulation savon cosmecetiqu
196,Méthode d’obtention de poudre de lactosérum,Industrie et Transformation des Matériaux,3,"['méthode', 'obtention', 'poudre', 'lactosérum']",méthode obtention poudre lactosérum
197,Redimensionnement de la chambre froide négative de la société PECH’EXPORT en vue de l’efficacité énergétique de l’installation,Industrie et Transformation des Matériaux,3,"['redimensionnement', 'chambre', 'froid', 'négatif', 'société', 'pech', 'export', 'vue', 'efficacité', 'énergétique', 'installation']",redimensionnement chambre froid négatif société pech export vue efficacité énergétique installation
198,CONTRIBUTION EN AMELIORATION D’UNE Valorisation de l’ananas : pâte d’ananas et ananas confits,Industrie et Transformation des Matériaux,3,"['contribution', 'amelioration', 'valorisation', 'ananas', 'pâte', 'ananas', 'ananas', 'confit']",contribution amelioration valorisation ananas pâte ananas ananas confit
199,Projet de création d’une unité de production d’huile essentiel de feuille de girofle dans la commune rurale d’Ampasimanjeva district de Manakara,Industrie et Transformation des Matériaux,3,"['projet', 'création', 'unité', 'production', 'huil', 'essentiel', 'feuille', 'girofle', 'commune', 'rural', 'ampasimanjeva', 'district', 'manakara']",projet création unité production huil essentiel feuille girofle commune rural ampasimanjeva district manakara
200,"Intégration d’un Système de Management d’Hygiène et Sécurité dans l’Environnement de Travail Cas du laboratoire de l’OMNIS, Département Traitement et Département Analyse",Industrie et Transformation des Matériaux,3,"['intégration', 'système', 'management', 'hygiène', 'sécurité', 'environnement', 'travail', 'cas', 'laboratoire', 'omnis', 'département', 'traitement', 'département', 'analyse']",intégration système management hygiène sécurité environnement travail cas laboratoire omnis département traitement département analyse
201,"Valorisation des sous-produits des roches carbonées: cas de la tourbe de Betafo, de Sahatsio et du lignite de Soanindrariny",Industrie et Transformation des Matériaux,3,"['valorisation', 'sou', 'produit', 'roche', 'carboner', 'cas', 'tourbe', 'betafo', 'sahatsio', 'lignite', 'soanindrariny']",valorisation sou produit roche carboner cas tourbe betafo sahatsio lignite soanindrariny
202,Etude de l’équilibre entre le besoin et l’approvisionnement en produits ligneux dans la zone d’usage traditionnel du VOI Maromizaha,Industrie et Transformation des Matériaux,3,"['etude', 'équilibre', 'entrer', 'besoin', 'approvisionnemer', 'produit', 'ligneux', 'zone', 'usage', 'traditionnel', 'voi', 'maromizaha']",etude équilibre entrer besoin approvisionnemer produit ligneux zone usage traditionnel voi maromizaha
203,CONTRIBUTION A LA VALORISATION DES MATIERES PREMIERES LOCALES POUR LA FABRICATION DES PRODUITS REFRACTAIRES,Industrie et Transformation des Matériaux,3,"['contribution', 'valorisation', 'matiere', 'premiere', 'locale', 'fabrication', 'produit', 'refractaires']",contribution valorisation matiere premiere locale fabrication produit refractaires
204,"Caractérisation technologique et chimique de six essences de bois locales (Cryptocarya louvelii Danguy, Weinmannia minutiflora Baker, Tambourissa spp., Dilobeia thouarsii, Dalbergia spp., et Pinus spp.), attribution de durabilité aux bois de nature non-durable",Industrie et Transformation des Matériaux,3,"['caractérisation', 'technologique', 'chimique', 'essence', 'bois', 'local', 'cryptocarya', 'louvelii', 'danguy', 'weinmannia', 'minutiflora', 'baker', 'tambourissa', 'spp', 'dilobeia', 'thouarsii', 'dalbergia', 'spp', 'pinus', 'spp', 'attribution', 'durabilité', 'bois', 'nature', 'non', 'durable']",caractérisation technologique chimique essence bois local cryptocarya louvelii danguy weinmannia minutiflora baker tambourissa spp dilobeia thouarsii dalbergia spp pinus spp attribution durabilité bois nature non durable
205,FABRICATION CARREAUX MURALES EN FAIENCE A PARTIR DES RESSOURCES MINIERES DE MADAGASCAR,Industrie et Transformation des Matériaux,3,"['fabrication', 'carreau', 'murale', 'faience', 'partir', 'ressource', 'miniere', 'madagascar']",fabrication carreau murale faience partir ressource miniere madagascar
206,Mise en place d’une application de webmapping de suivi et évaluation des campagnes vaccinales de riposte contre la poliomyélite,Informatique et Télécommunications,4,"['mise', 'place', 'application', 'webmapping', 'suivi', 'évaluation', 'campagne', 'vaccinal', 'riposte', 'contre', 'poliomyélite']",mise place application webmapping suivi évaluation campagne vaccinal riposte contre poliomyélite
207,CONCEPTION D’UNE APPLICATION WEB POUR LA SUPERVISION CENTRALISEE DES ONDULEURS DE SECOURS DU LABORATOIRE D’ANALYSE ET D’ARCHITECTURE DES SYSTEMES,Informatique et Télécommunications,4,"['conception', 'application', 'web', 'supervision', 'centralisee', 'onduleur', 'secours', 'laboratoire', 'analyse', 'architecture', 'systeme']",conception application web supervision centralisee onduleur secours laboratoire analyse architecture systeme
208,CONTRIBUTION A L’AUTOMATISATION DES REPORTING SUR LA REPARTITION DES DONNEES DE LA DIRECTION COMMERCIALE GROUPE VIA LA PLATEFORME DECISIONNELLE DU GROUPE TELMA,Informatique et Télécommunications,4,"['contribution', 'automatisation', 'reporting', 'repartition', 'donnee', 'direction', 'commercial', 'groupe', 'plateforme', 'decisionnelle', 'groupe', 'telma']",contribution automatisation reporting repartition donnee direction commercial groupe plateforme decisionnelle groupe telma
209,CONCEPTION D’UN OUTIL DE TRAITEMENT DE DONNEES HYDROMETRIQUES,Informatique et Télécommunications,4,"['conception', 'outil', 'traitement', 'donnee', 'hydrometriquer']",conception outil traitement donnee hydrometriquer
210,CONCEPTION D’UN LOGICIEL DE STABILITE DU CARGO MV -JOBY DWT 4336 T,Informatique et Télécommunications,4,"['conception', 'logiciel', 'stabilite', 'cargo', 'joby', 'dwt']",conception logiciel stabilite cargo joby dwt
211,DEVELOPPEMENT D ’UN LOGICIEL DE SIMULATION FINANCIER ET ECONOMIQUE POUR L’EVALUATION DE RENTABILITE DE PROJET MINIER,Informatique et Télécommunications,4,"['developpement', 'logiciel', 'simulation', 'financier', 'economiqu', 'evaluation', 'rentabilite', 'projet', 'minier']",developpement logiciel simulation financier economiqu evaluation rentabilite projet minier
212,MACHINE LEARNING APPLIQUÉ A LA CYBERSECURITE : LES ATTAQUES WEB ET LES FICHIERS LOG,Informatique et Télécommunications,4,"['machine', 'learning', 'appliqué', 'cybersecurite', 'attaque', 'web', 'fichier', 'log']",machine learning appliqué cybersecurite attaque web fichier log
213,Contribution de l’ingénierie sur la gestion de l’eau dans les rizières de la région Alaotra Mangoro : « Simulation de la situation des besoins en eau des cultures de riz par l’utilisation du modèle CPT (The Climate Predictability Tool) et du modèle de la logique floue,Environnement et Ressources Naturelles,1,"['contribution', 'ingénierie', 'gestion', 'eau', 'rizière', 'région', 'alaotra', 'mangoro', 'simulation', 'situation', 'besoin', 'eau', 'culture', 'riz', 'utilisation', 'modèle', 'cpt', 'the', 'climate', 'predictability', 'tool', 'modèle', 'logique', 'flou']",contribution ingénierie gestion eau rizière région alaotra mangoro simulation situation besoin eau culture riz utilisation modèle cpt the climate predictability tool modèle logique flou
214,REHABILITATION DU RESEAU D’IRRIGATION DES RIZIERES DU BAS-FOND DE BENETSY,Environnement et Ressources Naturelles,1,"['rehabilitation', 'reseau', 'irrigation', 'riziere', 'fond', 'benetsy']",rehabilitation reseau irrigation riziere fond benetsy
215,"IRRIGATION LOW COST DE GERANICULTURE DANS LE NOUVEAU VILLAGE TANÀNA MAHARITRA, COMMUNE RURALE ALATSINAINY IBITY",Environnement et Ressources Naturelles,1,"['irrigation', 'low', 'cost', 'geraniculture', 'villag', 'tanàna', 'maharitra', 'commune', 'rural', 'alatsinainy', 'ibity']",irrigation low cost geraniculture villag tanàna maharitra commune rural alatsinainy ibity
216,GESTION DE MAINTENANCE PREVENTIVE DE L’INSTALLATION HVAC APPLIQUEE A L’HOTEL CINQ ETOILES D’IVATO,Industrie et Transformation des Matériaux,3,"['gestion', 'maintenance', 'preventiv', 'installation', 'hvac', 'appliquee', 'hotel', 'etoile', 'ivato']",gestion maintenance preventiv installation hvac appliquee hotel etoile ivato
217,TISSAGE DE LA FIBRE DE SISAL EN VUE D’UTILISATION COMME RENFORT DANS LES MATERIAUX COMPOSITES,Industrie et Transformation des Matériaux,3,"['tissage', 'fibre', 'sisal', 'vue', 'utilisation', 'renfort', 'materiau', 'composite']",tissage fibre sisal vue utilisation renfort materiau composite
218,Essai de fabrication de matériaux composites à matrice polyéthylène téréphtalate et à renforts fibres naturelles : sisal – coco – sciures de bois,Industrie et Transformation des Matériaux,3,"['essai', 'fabrication', 'matériau', 'composite', 'matrice', 'polyéthylèn', 'téréphtalat', 'renfort', 'fibre', 'naturel', 'sisal', 'coco', 'sciure', 'bois']",essai fabrication matériau composite matrice polyéthylèn téréphtalat renfort fibre naturel sisal coco sciure bois
219,ETUDE D’UNE NOUVELLE METHODE DE FORMULATION DU BETON DE TERRE PAR LES MATERIAUX LOCAUX DANS LA REGION BOENY A MADAGASCAR – ESSAI DE FORMULATION,Industrie et Transformation des Matériaux,3,"['etude', 'nouvelle', 'methode', 'formulation', 'beton', 'terre', 'materiau', 'local', 'region', 'boeny', 'madagascar', 'essai', 'formulation']",etude nouvelle methode formulation beton terre materiau local region boeny madagascar essai formulation
220,CONTRIBUTION A L’ETUDE DE PRODUCTION D’UN LIANT POUZZOLANIQUE A BASE DE CHAUX ET DE METAKAOLIN,Industrie et Transformation des Matériaux,3,"['contribution', 'etude', 'production', 'liant', 'pouzzolanique', 'base', 'chaux', 'metakaolin']",contribution etude production liant pouzzolanique base chaux metakaolin
221,ETUDE TYPOLOGIQUE DE BAMBOU POUR UNE PREFABRICATION D’UNE POUTRE DE BETON ARME,Industrie et Transformation des Matériaux,3,"['etude', 'typologique', 'bambou', 'prefabrication', 'poutre', 'beton', 'arme']",etude typologique bambou prefabrication poutre beton arme
222,FRAGILISATION DES ACIERS MARTENSITIQUES PAR DIFFUSION D’HYDROGENE,Industrie et Transformation des Matériaux,3,"['fragilisation', 'acier', 'martensitique', 'diffusion', 'hydrogene']",fragilisation acier martensitique diffusion hydrogene
223,"ETUDE DES CARACTERISTIQUES PHYSIQUES, MECANIQUES ET THERMIQUES DE BRIQUES CUITES À BASE D’ARGILE MÉLANGÉE AVEC DE LA BALLE DE RIZ ET DU POUSSIER DE CHARBON",Industrie et Transformation des Matériaux,3,"['etude', 'caracteristique', 'physiques', 'mecanique', 'thermique', 'brique', 'cuire', 'base', 'argile', 'mélanger', 'balle', 'riz', 'poussier', 'charbon']",etude caracteristique physiques mecanique thermique brique cuire base argile mélanger balle riz poussier charbon
224,MAQUETTE DE PRODUCTION DU FROID POUR LE LABORATOIRE DES MATERIAUX,Industrie et Transformation des Matériaux,3,"['maquette', 'production', 'froid', 'laboratoire', 'materiaux']",maquette production froid laboratoire materiaux
225,"ETUDE DE LA STABILISATION DE LA LATERITE PAR LES DECHETS PLASTIQUES, CAS DE LA LATERITE DE VONTOVORONA",Industrie et Transformation des Matériaux,3,"['etude', 'stabilisation', 'laterite', 'dechet', 'plastique', 'cas', 'laterite', 'vontovorona']",etude stabilisation laterite dechet plastique cas laterite vontovorona
226,CONCEPTION ET REALISATION D’UNE EXTRUDEUSE A VIS POUR LA TRANSFORMATION DES DECHETS DE DISTILLATION DE CANNELLE EN BRIQUETTE COMBUSTIBLE,Industrie et Transformation des Matériaux,3,"['conception', 'realisation', 'extrudeuse', 'vis', 'transformation', 'dechet', 'distillation', 'cannelle', 'briquette', 'combustible']",conception realisation extrudeuse vis transformation dechet distillation cannelle briquette combustible
227,VALORISATION DE DECHETS DE VERRE PILE COMME MATERIAU DE SUBSTITUTION CIMENTAIRE ET GRANULAIRE DES BETONS,Industrie et Transformation des Matériaux,3,"['valorisation', 'dechet', 'verre', 'pile', 'materiau', 'substitution', 'cimentaire', 'granulaire', 'beton']",valorisation dechet verre pile materiau substitution cimentaire granulaire beton
228,PRODUCTION DE GRANULATS POUR BÉTONS BITUMINEUX ET ENROBÉS À FROID STOCKABLES UTILISABLES DANS LES COUCHES DE ROULEMENT,Industrie et Transformation des Matériaux,3,"['production', 'granulat', 'béton', 'bitumineux', 'enrober', 'froid', 'stockable', 'utilisabler', 'couche', 'roulement']",production granulat béton bitumineux enrober froid stockable utilisabler couche roulement
229,Contribution à l’étude de l’utilisation du bambou dans les constructions biosourcées : cas de la nouvelle ville d’Arivonimamo,Industrie et Transformation des Matériaux,3,"['contribution', 'étude', 'utilisation', 'bambou', 'construction', 'biosourcer', 'cas', 'ville', 'arivonimamo']",contribution étude utilisation bambou construction biosourcer cas ville arivonimamo
230,LES POLYMERES NATURELS : FABRICATION D’UN EMBALLAGE FILM A BASE DE FECULE,Industrie et Transformation des Matériaux,3,"['polymere', 'naturel', 'fabrication', 'emballage', 'film', 'base', 'fecule']",polymere naturel fabrication emballage film base fecule
231,CONTRIBUTION À LA VALORISATION DES DÉCHETS PLASTIQUES POUR PRODUIRE DE PA VÉS AUTOBLOQUANTS À MADACOMPOST,Industrie et Transformation des Matériaux,3,"['contribution', 'valorisation', 'déchet', 'plastiquer', 'produire', 'autobloquant', 'madacompost']",contribution valorisation déchet plastiquer produire autobloquant madacompost
232,CONTRIBUTION A LA VALORISATION DES DECHETS D’EMBALLAGES FILMS PLASTIQUES DE LA SOCIETE JB,Industrie et Transformation des Matériaux,3,"['contribution', 'valorisation', 'dechet', 'emballage', 'films', 'plastiquer', 'societe']",contribution valorisation dechet emballage films plastiquer societe
233,FROTTEMENT DE GLISSEMENT STATIQUE,Sciences et technologie industrielles,5,"['frottement', 'glissement', 'statique']",frottement glissement statique
234,CONCEPTION DU TRAIN ROULANT D’UN PROTOTYPE DE VOITURE DE COURSE,Sciences et technologie industrielles,5,"['conception', 'train', 'roulant', 'prototype', 'voiture', 'course']",conception train roulant prototype voiture course
235,ETUDES D’OPTIMISATION DE PROFIL DE PALE D’HELICOPTERE EN VOL STATIONNAIRE,Sciences et technologie industrielles,5,"['etude', 'optimisation', 'profil', 'pale', 'helicoptere', 'vol', 'stationnaire']",etude optimisation profil pale helicoptere vol stationnaire
236,CONTRIBUTION A L’ETUDE AGROMETEOROLOGIQUE DE LA CULTURE DU RIZ PLUVIAL DANS LA REGION D’ANALAMANGA – CAS DU DISTRICT DE MANJAKANDRINA EN UTILISANT LE MODELE AQUACROP,Environnement et Ressources Naturelles,1,"['contribution', 'etude', 'agrometeorologiqu', 'culture', 'riz', 'pluvial', 'region', 'analamanga', 'cas', 'district', 'manjakandrina', 'utiliser', 'modele', 'aquacrop']",contribution etude agrometeorologiqu culture riz pluvial region analamanga cas district manjakandrina utiliser modele aquacrop
237,Contribution à l’étude de l’apparition de brouillard à l’Aéroport d’IVATO partir des paramètres météorologiques de Fort d’Dauphin,Environnement et Ressources Naturelles,1,"['contribution', 'étude', 'apparition', 'brouillard', 'aéroport', 'ivato', 'partir', 'paramètre', 'météorologique', 'fort', 'dauphin']",contribution étude apparition brouillard aéroport ivato partir paramètre météorologique fort dauphin
238,"Sciences et Techniques d’Observations, de Traitements d’Informations Météorologiques et Hydrologiques.",Environnement et Ressources Naturelles,1,"['science', 'technique', 'observation', 'traitement', 'information', 'météorologiques', 'hydrologique']",science technique observation traitement information météorologiques hydrologique
239,EVALUATION STATISTIQUE DES HAUTEURS DE VAGUES SUR LES COTES MALAGASY ET LEUR RAPPORT AVEC LES PECHES ILLICITES,Environnement et Ressources Naturelles,1,"['evaluation', 'statistique', 'hauteur', 'vague', 'cote', 'malagasy', 'rapport', 'peche', 'illicites']",evaluation statistique hauteur vague cote malagasy rapport peche illicites
240,ANALYSE DE LA DURABILITE DE L’EXPLOITATION DES RESSOURCES HALIEUTIQUES : CAS DE LA PECHE MARITIME CREVETTIERE DANS LA BAIE D’AMBARO,Environnement et Ressources Naturelles,1,"['analyse', 'durabilite', 'exploitation', 'ressource', 'halieutique', 'cas', 'peche', 'maritime', 'crevettiere', 'baie', 'ambaro']",analyse durabilite exploitation ressource halieutique cas peche maritime crevettiere baie ambaro
241,CONTRIBUTION A L’ETUDE DE LA MIGRATION DES BALEINES A BOSSE PAR RAPPORT AUX PARAMETRES METEOROLOGIQUES POUR LE CAS DE SAINTE-MARIE CAS DE 2011 A 2014 ET 2017,Environnement et Ressources Naturelles,1,"['contribution', 'etude', 'migration', 'baleine', 'bosse', 'rapport', 'parametre', 'meteorologique', 'cas', 'saint', 'marie', 'cas']",contribution etude migration baleine bosse rapport parametre meteorologique cas saint marie cas
242,CONCEPTION ET RÉALISATION D’UN DISTILLATEUR SOUS VIDE DE LABORATOIRE,Industrie et Transformation des Matériaux,3,"['conception', 'réalisation', 'distillateur', 'sou', 'vide', 'laboratoire']",conception réalisation distillateur sou vide laboratoire
243,Apprentissage par renforcement sur un environnement à espace d’action continu,Sciences et technologie industrielles,5,"['apprentissage', 'renforcement', 'environnement', 'espace', 'action', 'continu']",apprentissage renforcement environnement espace action continu
244,ETUDE TECHNIQUE DE L’INTERCONNEXION DES MICRO ET MINI-RESEAUX D’ENERGIE ELECTRIQUE APPLICATION AUX RESEAUX DES REGIONS DIANA ET SAVA,Sciences et technologie industrielles,5,"['etude', 'technique', 'interconnexion', 'micro', 'mini', 'reseau', 'energie', 'electriqu', 'application', 'reseau', 'region', 'diana', 'sava']",etude technique interconnexion micro mini reseau energie electriqu application reseau region diana sava
245,Design and operational study of the interconnected power system. Case of the network of the DIANA region.,Sciences et technologie industrielles,5,"['design', 'and', 'operational', 'study', 'the', 'interconnected', 'power', 'system', 'case', 'the', 'network', 'the', 'diana', 'region']",design and operational study the interconnected power system case the network the diana region
246,MISE EN PLACE D’UN CONTROLEUR SDN DANS LE RESEAU LTE,Sciences et technologie industrielles,5,"['mise', 'place', 'controleur', 'sdn', 'reseau', 'lte']",mise place controleur sdn reseau lte
247,Mise en place d'un reseau Intranet,Sciences et technologie industrielles,5,"['mise', 'place', 'dun', 'reseau', 'intranet']",mise place dun reseau intranet
248,ANALYSE DE PERFORMANCE DE LA VOIX SUR IP BASEE SUR LA PLATE-FORME RASPBERRY PI,Sciences et technologie industrielles,5,"['analyse', 'performance', 'voix', 'plate', 'forme', 'raspberry']",analyse performance voix plate forme raspberry
